type,cost_min,cost_max,cost_median,cost_Q1,cost_Q3,cost_avg,cost_total,time_inUse_min,time_inUse_max,time_inUse_median,time_inUse_Q1,time_inUse_Q3,time_inUse_avg,time_inUse_total,time_available_min,time_available_max,time_available_median,time_available_Q1,time_available_Q3,time_available_avg,time_available_total,time_workload_min,time_workload_max,time_workload_median,time_workload_Q1,time_workload_Q3,time_workload_avg,time_workload_total,instances_instance_0_id,instances_instance_0_cost,instances_instance_0_time_inUse,instances_instance_0_time_available,instances_instance_0_time_workload,instances_instance_1_id,instances_instance_1_cost,instances_instance_1_time_inUse,instances_instance_1_time_available,instances_instance_1_time_workload,instances_instance_2_id,instances_instance_2_cost,instances_instance_2_time_inUse,instances_instance_2_time_available,instances_instance_2_time_workload,instances_instance_3_id,instances_instance_3_cost,instances_instance_3_time_inUse,instances_instance_3_time_available,instances_instance_3_time_workload,instances_instance_4_id,instances_instance_4_cost,instances_instance_4_time_inUse,instances_instance_4_time_available,instances_instance_4_time_workload,instances_instance_5_id,instances_instance_5_cost,instances_instance_5_time_inUse,instances_instance_5_time_available,instances_instance_5_time_workload,instances_instance_6_id,instances_instance_6_cost,instances_instance_6_time_inUse,instances_instance_6_time_available,instances_instance_6_time_workload,instances_instance_7_id,instances_instance_7_cost,instances_instance_7_time_inUse,instances_instance_7_time_available,instances_instance_7_time_workload,instances_instance_8_id,instances_instance_8_cost,instances_instance_8_time_inUse,instances_instance_8_time_available,instances_instance_8_time_workload,instances_instance_9_id,instances_instance_9_cost,instances_instance_9_time_inUse,instances_instance_9_time_available,instances_instance_9_time_workload,instances_instance_10_id,instances_instance_10_cost,instances_instance_10_time_inUse,instances_instance_10_time_available,instances_instance_10_time_workload,instances_instance_11_id,instances_instance_11_cost,instances_instance_11_time_inUse,instances_instance_11_time_available,instances_instance_11_time_workload,instances_instance_12_id,instances_instance_12_cost,instances_instance_12_time_inUse,instances_instance_12_time_available,instances_instance_12_time_workload
Role_20,3.3187924E7,9.051252E7,7.2410016E7,4.2239176E7,8.7495436E7,6.51690144E7,3.25845072E8,7942.0,11143.0,9938.0,9390.0,11129.0,9908.4,49542.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,1.508542E7,0.0026323430172974964,0.0036933012140198947,0.003293908953148139,0.0031122766220628927,0.00368866097198487,0.0032840981557026583,0.01642049077851329,Karel de Groot,7.2410016E7,11129,3017084,0.00368866097198487,Magdalena Predutta,4.2239176E7,9938,3017084,0.003293908953148139,Pedro Alvares,9.051252E7,9390,3017084,0.0031122766220628927,Francois de Perrier,8.7495436E7,11143,3017084,0.0036933012140198947,Karalda Nimwada,3.3187924E7,7942,3017084,0.0026323430172974964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_5,4.2239176E7,8.7495436E7,7.2410016E7,4.2239176E7,8.7495436E7,6.738154266666667E7,2.02144628E8,101756.0,106181.0,106161.0,101756.0,106181.0,104699.33333333333,314098.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.03372660489399699,0.03519325282292439,0.0351866239057315,0.03372660489399699,0.03519325282292439,0.03470216054088429,0.10410648162265287,Karel de Groot,7.2410016E7,101756,3017084,0.03372660489399699,Magdalena Predutta,4.2239176E7,106161,3017084,0.0351866239057315,Francois de Perrier,8.7495436E7,106181,3017084,0.03519325282292439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_6,4.2239176E7,8.7495436E7,7.2410016E7,4.2239176E7,8.7495436E7,6.738154266666667E7,2.02144628E8,892337.0,909420.0,896750.0,892337.0,909420.0,899502.3333333334,2698507.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.2957614040576928,0.3014234936780017,0.29722407463630446,0.2957614040576928,0.3014234936780017,0.29813632412399965,0.8944089723719989,Karel de Groot,7.2410016E7,909420,3017084,0.3014234936780017,Magdalena Predutta,4.2239176E7,892337,3017084,0.2957614040576928,Francois de Perrier,8.7495436E7,896750,3017084,0.29722407463630446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_7,6034168.0,8.4478352E7,5.4307512E7,3.3187924E7,7.2410016E7,5.2682928307692304E7,6.84878068E8,16968.0,24099.0,20336.0,19405.0,22577.0,20662.69230769231,268615.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.9222092E7,0.005623973346449751,0.007987513771575468,0.006740283001732799,0.006431706906403666,0.007483053173196371,0.006848563814495159,0.08903132958843707,Kim Passa,6.3358764E7,19405,3017084,0.006431706906403666,Clement Duchot,6034168.0,22835,3017084,0.007568566204984681,Nico Ojenbeer,5.4307512E7,22911,3017084,0.007593756090317671,Fjodor Kowalski,7.2410016E7,20592,3017084,0.006825133141801819,Elvira Lores,3.3187924E7,20078,3017084,0.00665476996994449,Esmana Liubiata,5.4307512E7,18170,3017084,0.006022371269742572,Alberto Duport,6.6375848E7,22577,3017084,0.007483053173196371,Christian Francois,7.2410016E7,19396,3017084,0.006428723893666865,Miu Hanwan,2.1119588E7,20216,3017084,0.006700509498575446,Tesca Lobes,8.4478352E7,21032,3017084,0.006970969320045448,Anne Olwada,7.8444184E7,16968,3017084,0.005623973346449751,Immanuel Karagianni,4.8273344E7,20336,3017084,0.006740283001732799,Penn Osterwalder,3.017084E7,24099,3017084,0.007987513771575468
Role_8,6034168.0,8.7495436E7,5.4307512E7,3.3187924E7,7.2410016E7,5.384334523076923E7,6.99963488E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.9222092E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kim Passa,6.3358764E7,0,3017084,0.0,Clement Duchot,6034168.0,0,3017084,0.0,Nico Ojenbeer,5.4307512E7,0,3017084,0.0,Fjodor Kowalski,7.2410016E7,0,3017084,0.0,Elvira Lores,3.3187924E7,0,3017084,0.0,Esmana Liubiata,5.4307512E7,0,3017084,0.0,Alberto Duport,6.6375848E7,0,3017084,0.0,Anna Kaufmann,8.7495436E7,0,3017084,0.0,Miu Hanwan,2.1119588E7,0,3017084,0.0,Tesca Lobes,8.4478352E7,0,3017084,0.0,Anne Olwada,7.8444184E7,0,3017084,0.0,Immanuel Karagianni,4.8273344E7,0,3017084,0.0,Penn Osterwalder,3.017084E7,0,3017084,0.0
Role_1,6034168.0,8.7495436E7,6.3358764E7,3.3187924E7,7.2410016E7,5.5700012307692304E7,7.2410016E8,24029.0,39098.0,31585.0,30745.0,32977.0,32001.0,416013.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.9222092E7,0.007964312561400346,0.01295887022038498,0.010468717476875023,0.01019030295477355,0.01093009011350032,0.01060659895448718,0.13788578640833335,Kim Passa,6.3358764E7,32977,3017084,0.01093009011350032,Clement Duchot,6034168.0,30627,3017084,0.010151192343335485,Nico Ojenbeer,5.4307512E7,30745,3017084,0.01019030295477355,Fjodor Kowalski,7.2410016E7,30949,3017084,0.01025791791014105,Elvira Lores,3.3187924E7,36140,3017084,0.011978453367556223,Esmana Liubiata,5.4307512E7,31585,3017084,0.010468717476875023,Alberto Duport,6.6375848E7,24029,3017084,0.007964312561400346,Christian Francois,7.2410016E7,31836,3017084,0.01055191038764582,Anna Kaufmann,8.7495436E7,34082,3017084,0.011296337788407615,Miu Hanwan,2.1119588E7,39098,3017084,0.01295887022038498,Tesca Lobes,8.4478352E7,31360,3017084,0.010394142158454986,Anne Olwada,7.8444184E7,32280,3017084,0.010699072349328027,Penn Osterwalder,3.017084E7,30305,3017084,0.01004446677652992
Role_2,2.1119588E7,5.4307512E7,4.8273344E7,2.1119588E7,5.4307512E7,4.1233481333333336E7,1.23700444E8,25052.0,34427.0,33493.0,25052.0,34427.0,30990.666666666668,92972.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.008303381675816781,0.011410686609985005,0.01110111617707694,0.008303381675816781,0.011410686609985005,0.010271728154292907,0.030815184462878724,Heinz Gutschmidt,5.4307512E7,25052,3017084,0.008303381675816781,Maris Freeman,2.1119588E7,34427,3017084,0.011410686609985005,Francis Odell,4.8273344E7,33493,3017084,0.01110111617707694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_3,6034168.0,8.7495436E7,5.4307512E7,3.017084E7,7.2410016E7,5.082626123076923E7,6.60741396E8,1874.0,2302.0,2101.0,1921.0,2183.0,2061.076923076923,26794.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.9222092E7,6.211295409740001E-4,7.629883689018933E-4,6.963677511133266E-4,6.367074963772967E-4,7.235463116041847E-4,6.831354125628994E-4,0.008880760363317692,Clement Duchot,6034168.0,2241,3017084,7.427701714635721E-4,Nico Ojenbeer,5.4307512E7,2141,3017084,7.096255854991111E-4,Francis Odell,4.8273344E7,2133,3017084,7.069740186219542E-4,Fjodor Kowalski,7.2410016E7,2249,3017084,7.45421738340729E-4,Esmana Liubiata,5.4307512E7,1893,3017084,6.274270123072476E-4,Anna Kaufmann,8.7495436E7,1941,3017084,6.433364135701889E-4,Heinz Gutschmidt,5.4307512E7,2302,3017084,7.629883689018933E-4,Miu Hanwan,2.1119588E7,1874,3017084,6.211295409740001E-4,Maris Freeman,2.1119588E7,1890,3017084,6.264326747283138E-4,Tesca Lobes,8.4478352E7,1925,3017084,6.380332798158752E-4,Anne Olwada,7.8444184E7,1921,3017084,6.367074963772967E-4,Immanuel Karagianni,4.8273344E7,2101,3017084,6.963677511133266E-4,Penn Osterwalder,3.017084E7,2183,3017084,7.235463116041847E-4
Role_4,4.2239176E7,8.7495436E7,7.2410016E7,4.2239176E7,8.7495436E7,6.738154266666667E7,2.02144628E8,244308.0,263016.0,253282.0,244308.0,263016.0,253535.33333333334,760606.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.0809748750780555,0.08717556422028687,0.08394927022250623,0.0809748750780555,0.08717556422028687,0.08403323650694954,0.2520997095208486,Karel de Groot,7.2410016E7,253282,3017084,0.08394927022250623,Magdalena Predutta,4.2239176E7,244308,3017084,0.0809748750780555,Francois de Perrier,8.7495436E7,263016,3017084,0.08717556422028687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_18,3.3187924E7,9.051252E7,3.3187924E7,3.3187924E7,9.051252E7,6.1850222E7,1.23700444E8,62417.0,65223.0,62417.0,62417.0,65223.0,63820.0,127640.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,6034168.0,0.020687856221437654,0.02161789330360043,0.020687856221437654,0.020687856221437654,0.02161789330360043,0.021152874762519043,0.042305749525038086,Pedro Alvares,9.051252E7,62417,3017084,0.020687856221437654,Karalda Nimwada,3.3187924E7,65223,3017084,0.02161789330360043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_19,6034168.0,8.4478352E7,5.4307512E7,3.3187924E7,7.2410016E7,5.2682928307692304E7,6.84878068E8,12789.0,17659.0,15440.0,15001.0,16256.0,15459.846153846154,200978.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.9222092E7,0.004238861098994923,0.005853002435464176,0.005117524072912786,0.004972019340528802,0.005387983894382788,0.005124101998434964,0.06661332597965453,Kim Passa,6.3358764E7,15179,3017084,0.005031016703545542,Clement Duchot,6034168.0,15044,3017084,0.00498627151249352,Nico Ojenbeer,5.4307512E7,16101,3017084,0.0053366097861378735,Fjodor Kowalski,7.2410016E7,14489,3017084,0.004802319060390761,Elvira Lores,3.3187924E7,15476,3017084,0.005129456123859992,Esmana Liubiata,5.4307512E7,15440,3017084,0.005117524072912786,Alberto Duport,6.6375848E7,14565,3017084,0.004827508945723752,Christian Francois,7.2410016E7,12789,3017084,0.004238861098994923,Miu Hanwan,2.1119588E7,15001,3017084,0.004972019340528802,Tesca Lobes,8.4478352E7,16256,3017084,0.005387983894382788,Anne Olwada,7.8444184E7,16276,3017084,0.00539461281157568,Immanuel Karagianni,4.8273344E7,16703,3017084,0.005536140193643929,Penn Osterwalder,3.017084E7,17659,3017084,0.005853002435464176
