type,cost_min,cost_max,cost_median,cost_Q1,cost_Q3,cost_avg,cost_total,time_inUse_min,time_inUse_max,time_inUse_median,time_inUse_Q1,time_inUse_Q3,time_inUse_avg,time_inUse_total,time_available_min,time_available_max,time_available_median,time_available_Q1,time_available_Q3,time_available_avg,time_available_total,time_workload_min,time_workload_max,time_workload_median,time_workload_Q1,time_workload_Q3,time_workload_avg,time_workload_total,instances_instance_0_id,instances_instance_0_cost,instances_instance_0_time_inUse,instances_instance_0_time_available,instances_instance_0_time_workload,instances_instance_1_id,instances_instance_1_cost,instances_instance_1_time_inUse,instances_instance_1_time_available,instances_instance_1_time_workload,instances_instance_2_id,instances_instance_2_cost,instances_instance_2_time_inUse,instances_instance_2_time_available,instances_instance_2_time_workload,instances_instance_3_id,instances_instance_3_cost,instances_instance_3_time_inUse,instances_instance_3_time_available,instances_instance_3_time_workload,instances_instance_4_id,instances_instance_4_cost,instances_instance_4_time_inUse,instances_instance_4_time_available,instances_instance_4_time_workload,instances_instance_5_id,instances_instance_5_cost,instances_instance_5_time_inUse,instances_instance_5_time_available,instances_instance_5_time_workload,instances_instance_6_id,instances_instance_6_cost,instances_instance_6_time_inUse,instances_instance_6_time_available,instances_instance_6_time_workload,instances_instance_7_id,instances_instance_7_cost,instances_instance_7_time_inUse,instances_instance_7_time_available,instances_instance_7_time_workload,instances_instance_8_id,instances_instance_8_cost,instances_instance_8_time_inUse,instances_instance_8_time_available,instances_instance_8_time_workload,instances_instance_9_id,instances_instance_9_cost,instances_instance_9_time_inUse,instances_instance_9_time_available,instances_instance_9_time_workload
Role_20,3.3187924E7,9.051252E7,7.2410016E7,4.2239176E7,8.7495436E7,6.51690144E7,3.25845072E8,7942.0,11143.0,9938.0,9390.0,11129.0,9908.4,49542.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,1.508542E7,0.0026323430172974964,0.0036933012140198947,0.003293908953148139,0.0031122766220628927,0.00368866097198487,0.0032840981557026583,0.01642049077851329,Karel de Groot,7.2410016E7,11129,3017084,0.00368866097198487,Magdalena Predutta,4.2239176E7,9938,3017084,0.003293908953148139,Pedro Alvares,9.051252E7,9390,3017084,0.0031122766220628927,Francois de Perrier,8.7495436E7,11143,3017084,0.0036933012140198947,Karalda Nimwada,3.3187924E7,7942,3017084,0.0026323430172974964,,,,,,,,,,,,,,,,,,,,,,,,,
Role_5,4.2239176E7,8.7495436E7,7.2410016E7,4.2239176E7,8.7495436E7,6.738154266666667E7,2.02144628E8,101756.0,106181.0,106161.0,101756.0,106181.0,104699.33333333333,314098.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.03372660489399699,0.03519325282292439,0.0351866239057315,0.03372660489399699,0.03519325282292439,0.03470216054088429,0.10410648162265287,Karel de Groot,7.2410016E7,101756,3017084,0.03372660489399699,Magdalena Predutta,4.2239176E7,106161,3017084,0.0351866239057315,Francois de Perrier,8.7495436E7,106181,3017084,0.03519325282292439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_6,4.2239176E7,8.7495436E7,7.2410016E7,4.2239176E7,8.7495436E7,6.738154266666667E7,2.02144628E8,892337.0,913293.0,892877.0,892337.0,913293.0,899502.3333333334,2698507.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.2957614040576928,0.3027071834924053,0.2959403848219009,0.2957614040576928,0.3027071834924053,0.29813632412399965,0.894408972371999,Karel de Groot,7.2410016E7,913293,3017084,0.3027071834924053,Magdalena Predutta,4.2239176E7,892337,3017084,0.2957614040576928,Francois de Perrier,8.7495436E7,892877,3017084,0.2959403848219009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_7,6034168.0,8.4478352E7,5.4307512E7,4.8273344E7,7.2410016E7,5.52126372E7,5.52126372E8,22338.0,29477.0,26981.0,25346.0,28402.0,26861.5,268615.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.017084E7,0.007403837612741309,0.009770029604744183,0.008942740739071236,0.008400826758552297,0.009413725305626227,0.008903132958843705,0.08903132958843706,Esmana Liubiata,5.4307512E7,26282,3017084,0.008711060083179654,Kim Passa,6.3358764E7,28337,3017084,0.009392181324749328,Alberto Duport,6.6375848E7,29385,3017084,0.009739536585656879,Clement Duchot,6034168.0,26981,3017084,0.008942740739071236,Christian Francois,7.2410016E7,28402,3017084,0.009413725305626227,Nico Ojenbeer,5.4307512E7,25346,3017084,0.008400826758552297,Fjodor Kowalski,7.2410016E7,23980,3017084,0.00794807171427776,Tesca Lobes,8.4478352E7,29477,3017084,0.009770029604744183,Immanuel Karagianni,4.8273344E7,28087,3017084,0.009309319859838175,Penn Osterwalder,3.017084E7,22338,3017084,0.007403837612741309
Role_8,2.1119588E7,8.7495436E7,5.4307512E7,3.3187924E7,7.2410016E7,5.49109288E7,5.49109288E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.017084E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esmana Liubiata,5.4307512E7,0,3017084,0.0,Kim Passa,6.3358764E7,0,3017084,0.0,Anna Kaufmann,8.7495436E7,0,3017084,0.0,Miu Hanwan,2.1119588E7,0,3017084,0.0,Nico Ojenbeer,5.4307512E7,0,3017084,0.0,Fjodor Kowalski,7.2410016E7,0,3017084,0.0,Tesca Lobes,8.4478352E7,0,3017084,0.0,Immanuel Karagianni,4.8273344E7,0,3017084,0.0,Elvira Lores,3.3187924E7,0,3017084,0.0,Penn Osterwalder,3.017084E7,0,3017084,0.0
Role_1,2.1119588E7,8.7495436E7,6.6375848E7,5.4307512E7,7.8444184E7,6.30570556E7,6.30570556E8,36802.0,49537.0,40069.0,38714.0,43437.0,41601.3,416013.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.017084E7,0.012197870526640956,0.01641883354921507,0.013280704150099899,0.01283159501028145,0.014397013805382946,0.013788578640833332,0.13788578640833332,Esmana Liubiata,5.4307512E7,38749,3017084,0.012843195615369013,Kim Passa,6.3358764E7,40069,3017084,0.013280704150099899,Alberto Duport,6.6375848E7,38714,3017084,0.01283159501028145,Christian Francois,7.2410016E7,36802,3017084,0.012197870526640956,Anna Kaufmann,8.7495436E7,44990,3017084,0.014911749225411027,Miu Hanwan,2.1119588E7,38552,3017084,0.012777900781019024,Fjodor Kowalski,7.2410016E7,43437,3017084,0.014397013805382946,Tesca Lobes,8.4478352E7,43120,3017084,0.014291945467875605,Anne Olwada,7.8444184E7,49537,3017084,0.01641883354921507,Penn Osterwalder,3.017084E7,42043,3017084,0.013934978277038358
Role_2,2.1119588E7,5.4307512E7,4.8273344E7,2.1119588E7,5.4307512E7,4.1233481333333336E7,1.23700444E8,26861.0,34053.0,32058.0,26861.0,34053.0,30990.666666666668,92972.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.008902967235913882,0.011286725858477922,0.010625491368486922,0.008902967235913882,0.011286725858477922,0.010271728154292909,0.030815184462878727,Heinz Gutschmidt,5.4307512E7,34053,3017084,0.011286725858477922,Maris Freeman,2.1119588E7,26861,3017084,0.008902967235913882,Francis Odell,4.8273344E7,32058,3017084,0.010625491368486922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_3,6034168.0,8.7495436E7,5.4307512E7,2.1119588E7,7.2410016E7,4.9781886E7,4.9781886E8,2431.0,2897.0,2669.0,2588.0,2771.0,2679.4,26794.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.017084E7,8.057448847960481E-4,9.601986553904366E-4,8.846289993914654E-4,8.57781884760252E-4,9.184364770752157E-4,8.880760363317695E-4,0.008880760363317695,Esmana Liubiata,5.4307512E7,2897,3017084,9.601986553904366E-4,Clement Duchot,6034168.0,2730,3017084,9.048471968297866E-4,Anna Kaufmann,8.7495436E7,2771,3017084,9.184364770752157E-4,Heinz Gutschmidt,5.4307512E7,2669,3017084,8.846289993914654E-4,Miu Hanwan,2.1119588E7,2588,3017084,8.57781884760252E-4,Maris Freeman,2.1119588E7,2554,3017084,8.465127255323352E-4,Nico Ojenbeer,5.4307512E7,2588,3017084,8.57781884760252E-4,Francis Odell,4.8273344E7,2431,3017084,8.057448847960481E-4,Fjodor Kowalski,7.2410016E7,2867,3017084,9.502552796010982E-4,Anne Olwada,7.8444184E7,2699,3017084,8.945723751808037E-4
Role_4,4.2239176E7,8.7495436E7,7.2410016E7,4.2239176E7,8.7495436E7,6.738154266666667E7,2.02144628E8,247569.0,262942.0,250095.0,247569.0,262942.0,253535.33333333334,760606.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,9051252.0,0.08205572002635657,0.08715103722667317,0.08289295226781886,0.08205572002635657,0.08715103722667317,0.08403323650694954,0.2520997095208486,Karel de Groot,7.2410016E7,262942,3017084,0.08715103722667317,Magdalena Predutta,4.2239176E7,247569,3017084,0.08205572002635657,Francois de Perrier,8.7495436E7,250095,3017084,0.08289295226781886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_18,3.3187924E7,9.051252E7,3.3187924E7,3.3187924E7,9.051252E7,6.1850222E7,1.23700444E8,62417.0,65223.0,62417.0,62417.0,65223.0,63820.0,127640.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,6034168.0,0.020687856221437654,0.02161789330360043,0.020687856221437654,0.020687856221437654,0.02161789330360043,0.021152874762519043,0.042305749525038086,Pedro Alvares,9.051252E7,62417,3017084,0.020687856221437654,Karalda Nimwada,3.3187924E7,65223,3017084,0.02161789330360043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_19,2.1119588E7,7.8444184E7,5.4307512E7,4.8273344E7,7.2410016E7,5.61177624E7,5.61177624E8,17589.0,22104.0,19847.0,19570.0,20918.0,20097.8,200978.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3017084.0,3.017084E7,0.005829801225289054,0.00732627928158447,0.006578205976366584,0.006486395473245027,0.006933184492045962,0.006661332597965452,0.06661332597965453,Esmana Liubiata,5.4307512E7,19951,3017084,0.0066126763457696235,Kim Passa,6.3358764E7,22104,3017084,0.00732627928158447,Alberto Duport,6.6375848E7,19847,3017084,0.006578205976366584,Christian Francois,7.2410016E7,21885,3017084,0.0072536926383223,Miu Hanwan,2.1119588E7,20397,3017084,0.00676050119917112,Nico Ojenbeer,5.4307512E7,17589,3017084,0.005829801225289054,Fjodor Kowalski,7.2410016E7,20918,3017084,0.006933184492045962,Anne Olwada,7.8444184E7,19640,3017084,0.00650959668342015,Immanuel Karagianni,4.8273344E7,19077,3017084,0.006322992664440234,Penn Osterwalder,3.017084E7,19570,3017084,0.006486395473245027
